category_id,value
height_male,167.35
height_male,179.69
height_male,160.73
height_male,174.65
height_male,168.34
height_male,160.05
height_male,172.24
height_male,179.56
height_male,169.83
height_male,164.64
height_male,171.78
height_male,173.3
height_male,169.89
height_male,161.98
height_male,178.02
height_male,177.99
height_male,172.41
height_male,168.87
height_male,164.98
height_male,177.87
height_male,170.47
height_male,176.99
height_male,169.15
height_male,174
height_male,172.06
height_male,170.35
height_male,171.75
height_male,169.23
height_male,174.96
height_male,174.45
height_male,175.24
height_male,175.95
height_male,165.13
height_male,178.28
height_male,171.27
height_male,169.41
height_male,177.7
height_male,169.84
height_male,162.67
height_male,166.99
height_male,167.68
height_male,168.58
height_male,166.54
height_male,164.35
height_male,178.72
height_male,168.19
height_male,173.46
height_male,166.55
height_male,175.18
height_male,170.23
height_male,167.71
height_male,166.55
height_male,172.59
height_male,168.92
height_male,174.03
height_male,172.74
height_male,164.96
height_male,169.81
height_male,173.75
height_male,180
height_male,179.87
height_male,175.08
height_male,182.05
height_male,174.41
height_male,172.73
height_male,170.68
height_male,179.17
height_male,178.62
height_male,173.42
height_male,171.13
height_male,170.57
height_male,175.82
height_male,179.1
height_male,166.42
height_male,169.23
height_male,170.34
height_male,169.96
height_male,174.01
height_male,174.97
height_male,178.13
height_male,178.94
height_male,163.63
height_male,170.3
height_male,171.11
height_male,170.91
height_male,170.42
height_male,177.09
height_male,165.02
height_male,167.61
height_male,168.01
height_male,156.27
height_male,170.03
height_male,171.53
height_male,158.93
height_male,172.06
height_male,170.25
height_male,179.01
height_male,177
height_male,169.99
height_male,178.02
height_male,161.86
height_male,163.61
height_male,176.21
height_male,172.39
height_male,176.87
height_male,167.86
height_male,174.22
height_male,176.7
height_male,165.98
height_male,167.39
height_male,177.45
height_male,174.31
height_male,175.43
height_male,161.34
height_male,166.57
height_male,173.23
height_male,167.44
height_male,163.94
height_male,171.53
height_male,179.21
height_male,174.71
height_male,173.56
height_male,172.24
height_male,162.01
height_male,165.16
height_male,172.88
height_male,181.94
height_male,187.13
height_male,177.93
height_male,176.67
height_male,164.37
height_male,170.44
height_male,176.1
height_male,177.36
height_male,163.36
height_male,164.7
height_male,169.78
height_male,175.89
height_male,161.84
height_male,174.04
height_male,175.06
height_male,183.09
height_male,170.34
height_male,183.02
height_male,162.41
height_male,177.92
height_male,176.63
height_male,170.06
height_male,166.19
height_male,165.23
height_male,168.65
height_male,171.11
height_male,173.8
height_male,170.51
height_male,172.74
height_male,180.31
height_male,175.48
height_male,175.25
height_male,175.97
height_male,171.87
height_male,176.9
height_male,174.66
height_male,170.64
height_male,171.66
height_male,169.31
height_male,166.94
height_male,184.33
height_male,171.86
height_male,180.48
height_male,169.56
height_male,180.85
height_male,174.98
height_male,161.46
height_male,171.19
height_male,163.6
height_male,173.6
height_male,172.96
height_male,162.18
height_male,167.39
height_male,169.64
height_male,170.22
height_male,165.31
height_male,172.94
height_male,175.5
height_male,167.31
height_male,169.81
height_male,172.22
height_male,167.46
height_male,167.76
height_male,169.56
height_male,171.23
height_male,166.35
height_male,171.68
height_male,184.16
height_male,169.93
height_male,170.68
height_male,177.77
height_male,169.45
height_male,177.71
height_male,164.78
height_male,164.79
height_male,170.11
height_male,162.87
height_male,175.26
height_male,168.01
height_male,181.07
height_male,169.31
height_male,169.57
height_male,167.51
height_male,172.37
height_male,181.46
height_male,175.73
height_male,166.03
height_male,171.72
height_male,168.56
height_male,178.89
height_male,175.94
height_male,156.25
height_male,170.76
height_male,167.68
height_male,170.77
height_male,164.97
height_male,187.66
height_male,175.84
height_male,171.26
height_male,158.94
height_male,165.08
height_male,174.06
height_male,171.97
height_male,172.32
height_male,172.85
height_male,166.29
height_male,169.6
height_male,161.89
height_male,179.08
height_male,172.61
height_male,168.45
height_male,169.04
height_male,169.66
height_male,157.65
height_male,171.87
height_male,176.68
height_male,168.32
height_male,174.78
height_male,168.04
height_male,164.12
height_male,173.8
height_male,171.05
height_male,167.79
height_male,169.6
height_male,161.74
height_male,174.74
height_male,173.63
height_male,179.74
height_male,166.64
height_male,172.25
height_male,174.46
height_male,169.29
height_male,181.45
height_male,178.54
height_male,164.74
height_male,171.11
height_male,168.38
height_male,168.08
height_male,174.66
height_male,171.69
height_male,178.66
height_male,174.95
height_male,170.52
height_male,183.72
height_male,171.91
height_male,165.37
height_male,178.22
height_male,171.72
height_male,170.5
height_male,169.36
height_male,169.6
height_male,164.47
height_male,171.13
height_male,174.53
height_male,171.75
height_male,176.24
height_male,161.43
height_male,169.16
height_male,169.35
height_male,166.37
height_male,163.44
height_male,173.37
height_male,167.48
height_male,176.28
height_male,180.42
height_male,177.85
height_male,168.6
height_male,171.01
height_male,167.77
height_male,177.28
height_male,172.29
height_male,176.61
height_male,158.58
height_male,174.26
height_male,179.17
height_male,166.57
height_male,173.65
height_male,171.8
height_male,167.59
height_male,170.1
height_male,171.29
height_male,170
height_male,171.86
height_male,176.3
height_male,175.67
height_male,177.06
height_male,160.37
height_male,160.74
height_male,169.9
height_male,180.8
height_male,175.47
height_male,170.69
height_male,172.95
height_male,167.84
height_male,172.6
height_male,177.37
height_male,167.94
height_male,167.95
height_male,186.41
height_male,172.1
height_male,167.28
height_male,168.47
height_male,166.96
height_male,159.78
height_male,169.82
height_male,176.58
height_male,177.64
height_male,171.39
height_male,170.29
height_male,173.6
height_male,181.56
height_male,168.14
height_male,164.98
height_male,179.31
height_male,165.22
height_male,162
height_male,180.1
height_male,168.51
height_male,174.12
height_male,165.7
height_male,169.21
height_male,172.33
height_male,172.36
height_male,177.43
height_male,169.77
height_male,175.92
height_male,164.89
height_male,176.98
height_male,179
height_male,166.7
height_male,180.96
height_male,172.18
height_male,175.95
height_male,179.8
height_male,172.55
height_male,169.65
height_male,180.31
height_male,183.76
height_male,168.18
height_male,173.14
height_male,178.12
height_male,171.98
height_male,167.11
height_male,182.87
height_male,168.28
height_male,171.95
height_male,172.04
height_male,163.91
height_male,176.78
height_male,171.74
height_male,166.93
height_male,175.13
height_male,164.86
height_male,170.48
height_male,177.07
height_male,179.2
height_male,158.6
height_male,176.37
height_male,163.14
height_male,165.65
height_male,172.62
height_male,162.25
height_male,170.26
height_male,182.47
height_male,178.28
height_male,170.06
height_male,173.68
height_male,171.82
height_male,166.16
height_male,168.47
height_male,167.5
height_male,173.33
height_male,187.22
height_male,160.23
height_male,172.1
height_male,167.02
height_male,179.95
height_male,169.25
height_male,173.69
height_male,182.15
height_male,170.7
height_male,177.52
height_male,169.52
height_male,175.08
height_male,169.7
height_male,170.47
height_male,167.33
height_male,182.56
height_male,175.33
height_male,171.63
height_male,168.99
height_male,166.39
height_male,170.19
height_male,169.16
height_male,175.83
height_male,163.7
height_male,171.79
height_male,163.53
height_male,168.88
height_male,178.89
height_male,177.15
height_male,170.66
height_male,170.73
height_male,173.85
height_male,170.21
height_male,171.35
height_male,168.59
height_male,174.5
height_male,177.66
height_male,168.29
height_male,179.08
height_male,175.63
height_male,178.11
height_male,178.1
height_male,175.15
height_male,168.19
height_male,175.95
height_male,162.39
height_male,168.95
height_male,176.66
height_male,163.04
height_male,177.65
height_male,159.08
height_male,179.39
height_male,168.35
height_male,170.32
height_male,163.21
height_male,170.52
height_male,166.93
height_male,173.93
height_male,172.06
height_male,182.31
height_male,168.37
height_male,170.09
height_male,164.92
height_male,178.47
height_male,167.67
height_male,178.54
height_male,170.5
height_male,175.18
height_male,166.44
height_male,163.44
height_male,170.83
height_male,176.15
height_male,171.73
height_male,179.17
height_male,178.3
height_male,167.68
height_male,170.76
height_male,172.69
height_male,175.81
height_male,165.85
height_male,175.25
height_male,174.41
height_male,171.16
height_male,165.82
height_male,162.64
height_male,184.82
height_male,169.27
height_male,168.61
height_male,171.79
height_male,170.3
height_male,174.32
height_male,168.45
height_male,171.08
height_male,184.55
height_male,171.93
height_male,181.58
height_male,170.9
height_male,169.04
height_male,176.09
height_male,173.8
height_male,167.32
height_male,166.27
height_male,169.68
height_male,173.93
height_male,177.47
height_male,174.17
height_male,172.08
height_male,183.95
height_male,163.46
height_male,165.56
height_male,172.7
height_male,175.32
height_male,172.89
height_male,163.24
height_male,174.4
height_male,171.45
height_male,179.87
height_male,184.77
height_male,168.22
height_male,170.73
height_male,166.56
height_male,174.48
height_male,169.81
height_male,173.21
height_male,168.41
height_male,178.53
height_male,171.28
height_male,169.17
height_male,172.95
height_male,171.13
height_male,157.99
height_male,168.89
height_male,164.78
height_male,166.44
height_male,174.68
height_male,166.63
height_male,169.68
height_male,174.29
height_male,181.56
height_male,170.92
height_male,174.72
height_male,172.32
height_male,178.54
height_male,175.35
height_male,186.42
height_male,175.98
height_male,184.24
height_male,171.03
height_male,167.25
height_male,157.03
height_male,162.51
height_male,171.97
height_male,170.01
height_male,182.22
height_male,164.14
height_male,172.47
height_male,175.55
height_male,180.33
height_male,166.38
height_male,169.13
height_male,169.75
height_male,168.71
height_male,172.9
height_male,169.81
height_male,177.3
height_male,173.92
height_male,177.91
height_male,166.47
height_male,175.4
height_male,177.7
height_male,172.13
height_male,176.69
height_male,172.29
height_male,165.19
height_male,174.09
height_male,169.44
height_male,182.49
height_male,168.33
height_male,174.45
height_male,172.94
height_male,168.32
height_male,171.58
height_male,169.76
height_male,167.39
height_male,164.9
height_male,172.39
height_male,171.42
height_male,165.63
height_male,180.21
height_male,169.25
height_male,172.18
height_male,173.02
height_male,172.91
height_male,173.19
height_male,171.39
height_male,163.88
height_male,173.92
height_male,163.1
height_male,178.15
height_male,172.13
height_male,172.32
height_male,178.21
height_male,177.75
height_male,164.12
height_male,170.18
height_male,161.04
height_male,160.38
height_male,172.64
height_male,174.24
height_male,172.27
height_male,172.4
height_male,178.42
height_male,172.43
height_male,179.27
height_male,176.69
height_male,173.09
height_male,174.19
height_male,170.49
height_male,169.63
height_male,178.88
height_male,171.81
height_male,175.72
height_male,163.16
height_male,176.07
height_male,166.52
height_male,173.21
height_male,161.18
height_male,179.26
height_male,164.18
height_male,173.64
height_male,168.78
height_male,155.8
height_male,161.99
height_male,173.16
height_male,171.04
height_male,166.36
height_male,173.71
height_male,166.86
height_male,170.2
height_male,176.13
height_male,169.35
height_male,173.23
height_male,171.16
height_male,170.63
height_male,176.77
height_male,164.32
height_male,172.52
height_male,171.03
height_male,163.45
height_male,175.46
height_male,155.98
height_male,163.77
height_male,174.09
height_male,177.39
height_male,176.04
height_male,181.51
height_male,170.37
height_male,171.4
height_male,179.45
height_male,173.18
height_male,172.51
height_male,178.27
height_male,171.27
height_male,173.34
height_male,175.06
height_male,165.66
height_male,173.27
height_male,166.29
height_male,161.94
height_male,172.08
height_male,169.81
height_male,163.21
height_male,172.12
height_male,171.2
height_male,179.03
height_male,172.62
height_male,174.58
height_male,169.73
height_male,172.1
height_male,170.34
height_male,186.9
height_male,172.82
height_male,173.07
height_male,168.73
height_male,164.37
height_male,178.36
height_male,170.54
height_male,167.91
height_male,163.19
height_male,172.1
height_male,169.72
height_male,169.15
height_male,172.67
height_male,178.08
height_male,176.01
height_male,165.47
height_male,168.33
height_male,165.92
height_male,169.65
height_male,165.86
height_male,169.6
height_male,156.82
height_male,174.87
height_male,171.48
height_male,178.83
height_male,174.91
height_male,171.71
height_male,173.44
height_male,174.76
height_male,172.94
height_male,173.6
height_male,168.59
height_male,161.53
height_male,168.08
height_male,170.12
height_male,179.68
height_male,172.51
height_male,175.35
height_male,169.15
height_male,169.56
height_male,171.72
height_male,165.73
height_male,167.7
height_male,178.48
height_male,171.79
height_male,174.74
height_male,158.94
height_male,162.17
height_male,171.52
height_male,174.7
height_male,180.43
height_male,169.39
height_male,168.55
height_male,175.11
height_male,165.8
height_male,165.36
height_male,172.95
height_male,177.08
height_male,167.16
height_male,172.47
height_male,170.25
height_male,170.47
height_male,167.51
height_male,177.01
height_male,167.7
height_male,168.56
height_male,171.33
height_male,181.38
height_male,160.65
height_male,169.36
height_male,179.3
height_male,171.83
height_male,167.74
height_male,171.48
height_male,175.13
height_male,163.8
height_male,170.15
height_male,163.13
height_male,170.86
height_male,168.2
height_male,172.98
height_male,167.91
height_male,171.88
height_male,170.81
height_male,179.59
height_male,177.64
height_male,164.64
height_male,168
height_male,171.55
height_male,180.79
height_male,176.02
height_male,174.3
height_male,164.57
height_male,175.21
height_male,170.07
height_male,175.5
height_male,174.17
height_male,178.61
height_male,168.04
height_male,172.46
height_male,178.75
height_male,164.88
height_male,166.95
height_male,174.49
height_male,165.46
height_male,165.81
height_male,168.41
height_male,168.53
height_male,182.93
height_male,175.12
height_male,168.79
height_male,169.28
height_male,164.42
height_male,167.33
height_male,182.44
height_male,162.4
height_male,174.76
height_male,170.74
height_male,180.01
height_male,179.3
height_male,168.12
height_male,184.79
height_male,168.41
height_male,166.96
height_male,174.54
height_male,165.8
height_male,173.19
height_male,171.98
height_male,167.29
height_male,169.32
height_male,172.83
height_male,175.35
height_male,171.69
height_male,165.47
height_male,168.38
height_male,172.96
height_male,175.13
height_male,166.14
height_male,165.37
height_male,168.75
height_male,173.51
height_male,169.37
height_male,161.83
height_male,174.17
height_male,171.9
height_male,169.09
height_male,168.1
height_male,169.16
height_male,164.45
height_male,173.6
height_male,170.89
height_male,173.57
height_male,171.48
height_male,166.48
height_male,173.53
height_male,164.16
height_male,176.31
height_male,170.05
height_male,173.17
height_male,185.18
height_male,166.78
height_male,175.47
height_male,179.74
height_male,170.29
height_male,168.57
height_male,166.82
height_male,173.09
height_male,177.4
height_male,176.99
height_male,168.7
height_male,176.4
height_male,161.29
height_male,180.88
height_male,169.94
height_male,168.7
height_male,177.09
height_male,164.4
height_male,173.63
height_male,168.38
height_male,177.37
height_male,169.83
height_male,172.68
height_male,157.17
height_male,173.45
height_male,174.66
height_male,181.84
height_male,160.58
height_male,175.4
height_male,173.04
height_male,165.32
height_male,173.07
height_male,171.59
height_male,181.31
height_male,167.65
height_male,168.21
height_male,174.74
height_male,178.79
height_male,160.81
height_male,183.34
height_male,172.41
height_male,185.26
height_male,175.11
height_male,158.79
height_male,168.79
height_male,160.63
height_male,174.59
height_male,183.62
height_male,168.99
height_male,175.6
height_male,172.37
height_male,167.91
height_male,169.71
height_male,169.34
height_male,169.63
height_male,174.75
height_male,176.19
height_male,178.19
height_male,157.43
height_male,173.18
height_male,180.59
height_male,161.96
height_male,172.87
height_male,171.03
height_male,178.14
height_male,173.37
height_male,168.44
height_male,178.36
height_male,174.88
height_male,153.29
height_male,175.55
height_male,187.39
height_male,176.37
height_male,168.2
height_male,174.84
height_male,178.8
height_male,170.03
height_male,167.86
height_male,172.85
height_male,168.5
height_male,165.39
height_male,167.71
height_male,159.41
height_male,167.15
height_male,169.29
height_male,164.9
height_male,171.48
height_male,170.95
height_male,177.44
height_male,162.53
height_male,163.87
height_male,167.75
height_male,177.66
height_male,172.98
height_male,178.28
height_male,168.73
height_male,174.44
height_male,171.47
height_male,167.5
height_male,163.03
height_male,166.14
height_male,157.16
height_male,166.27
height_male,170.31
height_male,165.49
height_male,178.2
height_male,169.7
height_male,174.8
height_male,174.71
height_male,165.85
height_male,172.55
height_male,160.14
height_male,171.35
height_male,180.24
height_male,167.72
height_male,177.89
height_male,180.05
height_male,168.03
height_male,165.61
height_male,173.68
height_male,171.32
height_male,171.79
height_male,172.26
height_male,174.02
height_male,180.94
height_male,166.23
height_male,181.07
height_male,169.82
height_male,175.46
height_male,168.34
height_male,179.3
height_male,171.62
height_male,166.2
height_male,167.53
height_male,177.5
height_male,165.42
height_male,177.88
height_male,174.72
height_male,156.6
height_male,170.21
height_male,180.48
height_male,170.63
height_male,184.72
height_male,164.85
height_male,171.32
height_male,169.4
height_male,169.32
height_male,157.45
height_male,157.69
height_male,177.85
height_male,174.33
height_male,172.16
height_male,181.86
height_male,171.5
height_male,165.81
height_male,177.83
height_male,170.71
height_male,181.08
height_male,168.8
height_male,174.7
height_male,161.1
height_male,163.17
height_male,171.39
height_male,158.55
height_male,166.17
height_male,169.27
height_male,167.98
height_male,170.78
height_male,170.66
height_male,169.58
height_male,175.05
height_male,172.75
height_male,176.32
height_male,175.31
height_male,173.88
height_male,172.88
height_male,170.57
height_male,181.29
height_male,180.26
height_male,169.04
height_male,173.02
height_male,174.89
height_male,178.5
height_male,162.61
height_male,175.4
height_male,169.59
height_male,176.57
height_male,180.53
height_male,169.21
height_male,176.88
height_male,161.4
height_male,176.88
height_male,180.5
height_male,173.21
height_male,162.76
height_male,166.09
height_male,175.74
height_male,179.03
height_male,173
height_male,172.72
height_male,174.5
height_male,173.39
height_male,173.33
height_male,166.13
height_male,163.5
height_male,168.71
height_male,171.31
height_male,163.7
height_male,167.93
height_male,182.15
height_male,178.87
height_male,161.26
height_male,172.66
height_male,164.98
height_male,172.87
height_male,166.21
height_male,159.5
height_male,173.57
height_male,172.18
height_male,165.06
height_male,170.9
height_male,168.08
height_male,177.15
height_male,168.2
height_male,170.18
height_male,176.08
height_male,169.82
height_male,169.57
height_male,174.71
height_male,169.96
height_male,171.11
height_male,173.93
height_male,170.59
height_male,172.46
height_male,187.62
height_male,154.51
height_male,176.5
height_male,177.83
height_male,176.65
height_male,173.09
height_male,176.28
height_male,171.16
height_male,176.12
height_male,178.54
height_male,175.81
height_male,163.35
height_male,174.61
height_male,171.85
height_male,167.77
height_male,166.46
height_male,174.54
height_male,175.63
height_male,170.41
height_male,170.5
height_male,186.91
height_male,171.79
height_male,168.16
height_male,167.09
height_male,176.7
height_male,170.61
height_male,166.79
height_male,164.49
height_male,164.89
height_male,174.83
height_male,171.16
height_male,166.27
height_male,173.65
height_male,168.66
height_male,168.97
height_male,175.47
height_male,164.76
height_male,172.59
height_male,178.29
height_male,177.71
height_male,176.85
height_male,179.73
height_male,180.34
height_male,182.2
height_male,174.07
height_male,174.18
height_male,172.25
height_male,181.21
height_male,171.37
height_male,175.9
height_male,165.05
height_male,166.84
height_male,158.6
height_male,179.95
height_male,165.81
height_male,184.47
height_male,186.8
height_male,167.34
height_male,167.16
height_male,169.79
height_male,165.22
height_male,175.81
height_male,170.53
height_male,165.44
height_male,169.61
height_male,175.07
height_male,182.96
height_male,164.7
height_male,169.7
height_male,176.61
height_male,168.14
height_male,177.15
height_male,165.56
height_male,170.63
height_male,180.45
height_male,167.88
height_male,176.2
height_male,171.54
height_male,169.78
height_male,172.33
height_male,175.81
height_male,168.04
height_male,162.98
height_male,166.17
height_male,168.54
height_male,167.89
height_male,172.97
height_male,169.76
height_male,171.87
height_male,182.17
height_male,175.48
height_male,170.07
height_male,176.7
height_male,172.01
height_male,174.3
height_male,172.78
height_male,175.53
height_male,175.23
height_male,177.58
height_male,179.79
height_male,162.67
height_male,177.3
height_male,160.12
height_male,168.3
height_male,171.06
height_male,172.05
height_male,177.3
height_male,172.6
height_male,169.94
height_male,168.96
height_male,165.74
height_male,167.02
height_male,175.09
height_male,168.36
height_male,178.57
height_male,175.19
height_male,169.84
height_male,176.6
height_male,175.64
height_male,172.25
height_male,171.71
height_male,167.86
height_male,166.48
height_male,165.89
height_male,167.97
height_male,165.76
height_male,166.37
height_male,172.48
height_male,176.21
height_male,172.36
height_male,172.56
height_male,177.91
height_male,164.64
height_male,173.68
height_male,160.75
height_male,172.56
height_male,179.77
height_male,170.91
height_male,164.78
height_male,181.74
height_male,173.09
height_male,164.43
height_male,177.5
height_male,170.3
height_male,171.91
height_male,170.72
height_male,169.78
height_male,178.09
height_male,163.51
height_male,169.76
height_male,172.23
height_male,167.97
height_male,178.75
height_male,180.04
height_male,179.03
height_male,167.1
height_male,173.15
height_male,183.09
height_male,168.19
height_male,172.98
height_male,169.12
height_male,174.87
height_male,168.6
height_male,164.77
height_male,166.48
height_male,166.89
height_male,175.29
height_male,174.89
height_male,174.48
height_male,171.31
height_male,161.62
height_male,176.92
height_male,174.99
height_male,172.73
height_male,174.94
height_male,178.27
height_male,169.35
height_male,171.31
height_male,173.91
height_male,170.78
height_male,166.88
height_male,175.93
height_male,167.28
height_male,179.79
height_male,173.63
height_male,176.57
height_male,182.68
height_male,173.27
height_male,187.05
height_male,163.17
height_male,173.04
height_male,176.84
height_male,167.19
height_male,172.02
height_male,163.68
height_male,169.81
height_male,168.8
height_male,175.56
height_male,162.91
height_male,165.45
height_male,171.2
height_male,167.87
height_male,169.07
height_male,169.04
height_male,167.56
height_male,168.43
height_male,162.37
height_male,169.89
height_male,169.86
height_male,165.48
height_male,172.79
height_male,174.97
height_male,174.09
height_male,170.34
height_male,167.86
height_male,170.93
height_male,170.61
height_male,166.79
height_male,166.65
height_male,169.33
height_male,177.13
height_male,169.81
height_male,170.02
height_male,174.5
height_male,166.26
height_male,176.35
height_male,165.86
height_male,166.49
height_male,173.5
height_male,178.54
height_male,166.58
height_male,165.06
height_male,165.23
height_male,171.29
height_male,165.62
height_male,177.47
height_male,179.36
height_male,171.62
height_male,174.94
height_male,184.14
height_male,177.92
height_male,175.33
height_male,179.09
height_male,167.24
height_male,187.59
height_male,178.44
height_male,161.36
height_male,170.94
height_male,171.35
height_male,168.78
height_male,165.63
height_male,172.97
height_male,162.72
height_male,171.65
height_male,169.05
height_male,174.87
height_male,173.9
height_male,165.76
height_male,166.89
height_male,177.36
height_male,179.49
height_male,179.44
height_male,171.57
height_male,183.62
height_male,171.31
height_male,177.11
height_male,174.32
height_male,173.06
height_male,172.74
height_male,172.39
height_male,151.35
height_male,159.48
height_male,173.78
height_male,175.95
height_male,168.99
height_male,167.87
height_male,168
height_male,182.2
height_male,173.39
height_male,177.05
height_male,164.63
height_male,168.67
height_male,172.86
height_male,159.71
height_male,160.31
height_male,180.99
height_male,180.23
height_male,163.93
height_male,172.25
height_male,164.42
height_male,166.93
height_male,174.87
height_male,166.89
height_male,166.77
height_male,171.51
height_male,160.33
height_male,160.37
height_male,170.57
height_male,175.13
height_male,177.97
height_male,175.13
height_male,163.86
height_male,167.55
height_male,163.61
height_male,161.21
height_male,179.07
height_male,170.73
height_male,185.04
height_male,162.89
height_male,184.81
height_male,156.11
height_male,165.23
height_male,171.79
height_male,167.37
height_male,183.22
height_male,174.45
height_male,165.54
height_male,168.07
height_male,163.3
height_male,169.58
height_male,163.95
height_male,169.05
height_male,171.59
height_male,157.68
height_male,174.81
height_male,176.7
height_male,166.02
height_male,174.4
height_male,166.14
height_male,168.7
height_male,176.42
height_male,169.95
height_male,171.48
height_male,169.01
height_male,166.5
height_male,168.25
height_male,164.41
height_male,176.87
height_male,164.67
height_male,167.13
height_male,170.88
height_male,176.7
height_male,181.71
height_male,172.88
height_male,173.29
height_male,182.04
height_male,181.4
height_male,171.72
height_male,173.99
height_male,168.57
height_male,161.62
height_male,176.28
height_male,168.73
height_male,176.25
height_male,178.38
height_male,175.36
height_male,171.32
height_male,169.93
height_male,176.32
height_male,163.32
height_male,169.62
height_male,169.89
height_male,174.81
height_male,176.05
height_male,175.21
height_male,177.66
height_male,171.01
height_male,187.33
height_male,174.1
height_male,168.44
height_male,165.03
height_male,160.27
